date,Token,Period,price,cfgi,data_price,data_volatility,data_volume,data_impulse,data_technical,data_social,data_dominance,data_trends,datas_whales,data_orders
2022-03-31 00:00:50,BTC,1 Day,46957,60,62,93,60.5,37.5,66.5,17,60,83.5,43.5,98.5
2022-04-01 00:00:48,BTC,1 Day,45765,56,61,97.5,60,19.5,66.5,56,66,57,80.5,84.5
2022-04-02 00:00:50,BTC,1 Day,46311.5,67,61,97.5,60,70,66.5,57,43.5,81,71,86.5
2022-04-03 00:00:48,BTC,1 Day,46255.9,61,63.5,97,61.5,49.5,66.5,17.5,85,54,68.5,99
2022-04-04 00:00:50,BTC,1 Day,46834.5,68,61.5,95,61,75,70,30,81,78.5,79.5,99
2022-04-05 00:00:48,BTC,1 Day,46470.9,59,62,87,60.5,51.5,70,14,84.5,44.5,57,99
2022-04-06 00:00:51,BTC,1 Day,45967.8,55,59,82,60.5,33.5,65.5,7.5,94.5,61,13,74.5
2022-04-07 00:00:48,BTC,1 Day,43800,49,54.5,69,60.5,12,40,1,99,66.5,56,2
2022-04-08 00:02:38,BTC,1 Day,43510,54,49,52,62,59,42.5,1,99,61.5,99,1
2022-04-09 00:00:49,BTC,1 Day,42628.8,47,46.5,48,39,28.5,29,81.5,93,48,37,1
2022-04-10 00:00:41,BTC,1 Day,42575.9,40,46,45,39.5,10,41,58.5,66,51.5,88,9.5
2022-04-11 00:00:39,BTC,1 Day,42663.5,41,39.5,41.5,41,24,36.5,94.5,52.5,45,99,1
2022-04-12 00:00:40,BTC,1 Day,39442.5,33,35,35,42.5,9.5,17.5,1,99,45.5,96.5,34.5
2022-04-13 00:00:43,BTC,1 Day,39655.5,33,34.5,14.5,41,3.5,29,98.5,46,60,95.5,45
2022-04-14 00:00:37,BTC,1 Day,41230.8,35,39.5,7.5,41,11.5,37,88,18,73.5,91.5,99
2022-04-15 00:00:41,BTC,1 Day,39961,41,39.5,8.5,41,36.5,27.5,50,49,86,89.5,36
2022-04-23 17:30:39,BTC,1 Day,39810.9,34,43.5,49.5,42.5,14,22,92,24.5,41.5,84,45.5
2022-04-24 00:00:39,BTC,1 Day,39899.5,32,43.5,49.5,42.5,15,22,65.5,17.5,41.5,91,43.5
2022-04-25 00:00:37,BTC,1 Day,39630.1,32,44,49.5,44,18,27.5,25,24.5,50.5,90.5,43
2022-04-26 00:00:39,BTC,1 Day,40280,45,52,49.5,44.5,45.5,30,36,13,51,83,99
2022-04-27 00:00:42,BTC,1 Day,38316.2,38,46,49.5,43.5,34.5,22,15,20,42,99,92.5
2022-04-28 00:00:37,BTC,1 Day,39247.4,39,45.5,49,42,37.5,30,45.5,8.5,27.5,99,9
2022-04-29 00:00:39,BTC,1 Day,39859.5,42,50,48.5,41.5,35,29,49,26.5,55.5,99,9
2022-04-30 00:00:36,BTC,1 Day,38530.3,48,45.5,51.5,59,51,20,71.5,63.5,33,99,9
2022-05-01 00:00:37,BTC,1 Day,38277,44,45,47.5,41.5,34,22,85.5,66.5,70.5,99,6.5
2022-05-02 00:00:44,BTC,1 Day,38308.6,38,47,45.5,41.5,14.5,34.5,60,68,78,99,2
2022-05-03 00:00:38,BTC,1 Day,38665.9,39,45,45,42.5,34,30,32.5,27,45.5,99,2
2022-05-04 00:00:38,BTC,1 Day,37785.6,39,41.5,44,42,48,22,1,43.5,1,99,2
2022-05-05 00:00:40,BTC,1 Day,39767.3,57,47,57,57.5,75.5,51,70.5,2,56,99,4.5
2022-05-06 00:00:40,BTC,1 Day,36461.7,36,43.5,45,41,24,22,49,74,20,99,92
2022-05-07 00:00:41,BTC,1 Day,35957.2,28,37,44,38.5,10.5,24.5,44,39,44,99,3
2022-05-08 00:00:41,BTC,1 Day,35132.7,24,36,40.5,37.5,1,24.5,7,52,62,98.5,3
2022-05-09 00:00:40,BTC,1 Day,34465.1,24,34.5,3.5,37.5,1,22,33.5,81.5,49.5,99,6
2022-05-10 00:00:43,BTC,1 Day,30865.5,19,24,1,35.5,1,24.5,28,65.5,52.5,99,2
2022-05-11 00:00:41,BTC,1 Day,30200,17,27,2,13.5,1,36,31.5,41.5,34.5,94.5,7
2022-05-12 00:00:40,BTC,1 Day,28967.7,17,23,5.5,7,1,24.5,8,99,31.5,99,40
2022-05-13 00:00:38,BTC,1 Day,28425.8,20,20,3.5,2,5.5,27.5,91.5,1,93,1,34
2022-05-14 00:00:37,BTC,1 Day,30012.5,27,26.5,6,1,21.5,32.5,31.5,56,91.5,93.5,56.5
2022-05-15 00:00:38,BTC,1 Day,29735,35,26.5,19.5,4.5,44.5,32.5,10,47,98.5,96,45.5
2022-05-16 00:00:39,BTC,1 Day,31090.4,56,29,56.5,85,77.5,30,50.5,50,99,99,43
2022-05-17 00:00:41,BTC,1 Day,30185.3,54,28,60.5,73.5,77,22,19.5,70.5,97,94,43
2022-05-19 00:00:38,BTC,1 Day,30592.2,48,31,58,70.5,65.5,30,8.5,44.5,76.5,99,41.5
2022-05-20 00:00:40,BTC,1 Day,29188.7,26,21,42.5,34,26.5,26.5,39,1,52,94.5,34.5
2022-05-21 00:00:39,BTC,1 Day,30276.2,37,31.5,41.5,36.5,39,33.5,84,1,52,99,38
2022-05-22 00:00:41,BTC,1 Day,29223.6,29,30.5,42,37,31.5,26.5,2,5.5,28.5,99,55
2022-05-23 00:00:39,BTC,1 Day,29328.5,41,32,59.5,61.5,51,34.5,49.5,2,39,99,51
2022-05-24 00:00:39,BTC,1 Day,30067.9,42,38,44.5,43.5,48.5,38,70.5,1,43.5,97.5,54
2022-05-25 00:00:37,BTC,1 Day,29273.4,47,47,56.5,55.5,52.5,26.5,71.5,1,42.5,96,56.5
2022-05-26 00:00:39,BTC,1 Day,29597.9,46,45,55.5,57,51.5,30,71,1,38,98,68
2022-05-27 00:00:39,BTC,1 Day,29830.1,43,53,45.5,42,45,33.5,15,1,28.5,98.5,67.5
2022-05-28 00:00:38,BTC,1 Day,29569.2,46,52.5,53.5,58,51.5,34.5,15.5,1,29.5,99,66
2022-05-29 00:00:38,BTC,1 Day,28703.3,36,47.5,46.5,37.5,36.5,26.5,2.5,1,18,99,53
2022-05-30 00:00:42,BTC,1 Day,29000.1,36,45.5,45,34.5,36,34.5,9,1,26,98,67.5
2022-05-31 00:00:37,BTC,1 Day,29257.4,39,40.5,46.5,40,45,30,16,1,41.5,98.5,61
2022-06-01 00:00:38,BTC,1 Day,31878.5,64,58.5,53.5,56.5,87,54.5,80,2.5,26,95.5,57.5
2022-06-02 00:00:39,BTC,1 Day,31693.4,66,55.5,63,62.5,92.5,45.5,73,3,44,99,73.5
2022-06-03 00:00:39,BTC,1 Day,29551,57,53.5,69.5,62.5,75,24.5,54,17,18.5,93.5,47.5
2022-06-04 00:00:39,BTC,1 Day,30383.6,40,50.5,31.5,31.5,40.5,42.5,43.5,1,21,98.5,71
2022-06-05 00:00:42,BTC,1 Day,29801.2,32,53,36,35,19,26.5,12.5,2.5,29,98,58.5
2022-06-06 00:00:39,BTC,1 Day,29843.3,39,52,38,38,34,38,40,3,29,99,54.5
2022-06-07 00:00:38,BTC,1 Day,29955.5,42,48,39,42.5,39,39,72.5,3,42.5,99,48
2022-06-08 00:00:39,BTC,1 Day,31477.6,60,62,58,55,70,58,68,2,43,99,76.5
2022-06-09 00:00:39,BTC,1 Day,31413.7,60,59.5,56,57.5,78.5,51,43,3,28.5,1,78
2022-06-10 00:00:37,BTC,1 Day,30434.5,54,54.5,56.5,65,68.5,32.5,10.5,6.5,42,99,72
2022-06-11 00:00:38,BTC,1 Day,30133.2,44,54.5,43.5,35,38,33.5,83,3.5,43.5,98.5,55
2022-06-12 00:00:43,BTC,1 Day,29229.7,32,53,44,38.5,20,24.5,6,2.5,29,92,52
2022-06-13 00:00:38,BTC,1 Day,28570.2,30,48,41.5,37,16.5,31,21,1,22,93,17
2022-06-14 00:00:39,BTC,1 Day,27348.9,25,40.5,36,37.5,8.5,22,36,1,32.5,97.5,29
2022-06-15 00:00:41,BTC,1 Day,23062.4,12,18,25.5,34.5,1,24.5,1,1,40,99,44.5
2022-06-16 00:00:45,BTC,1 Day,21512.5,11,15.5,3,12,1,24.5,37.5,3.5,41,98.5,43
2022-06-17 00:00:45,BTC,1 Day,22245.1,17,19.5,1,9.5,1,39,52,12.5,89,97,70.5
2022-06-18 00:00:39,BTC,1 Day,20695.6,15,15,2,7.5,5,27.5,23,6.5,99,98.5,30
2022-06-19 00:00:41,BTC,1 Day,20393.5,26,21,29.5,18.5,24,41.5,29,51.5,50,96,45
2022-06-20 00:00:37,BTC,1 Day,20431.4,29,14,32.5,22,42.5,30,1,46.5,64.5,99,50
2022-06-21 00:00:38,BTC,1 Day,20979,50,16.5,64,74,76,30,26.5,53,98.5,95,59
2022-06-22 00:00:36,BTC,1 Day,19996.8,40,15.5,56,71,54.5,26.5,66,45.5,50,98.5,45
2022-06-23 00:00:36,BTC,1 Day,20692.4,40,19.5,56,67.5,51.5,30,34,64,50,99,57
2022-06-24 00:00:37,BTC,1 Day,21302.5,48,24,57.5,64.5,60.5,33.5,83.5,80,50,99,45
2022-06-25 00:00:39,BTC,1 Day,21501.7,48,26,54,62.5,74,36.5,1,76.5,37.5,99,41.5
2022-06-26 00:00:43,BTC,1 Day,21403,51,29.5,55,59,65.5,34.5,75.5,82.5,49,99,31.5
2022-06-27 00:00:41,BTC,1 Day,20813.6,45,41,45,43,47,30,23,80.5,50,99,31
2022-06-28 00:00:41,BTC,1 Day,20385.6,39,40.5,45,43.5,31.5,31,16.5,79,34,99,28.5
2022-06-29 00:00:23,BTC,1 Day,20285,37,37,46,43.5,30.5,26.5,14,67,50,98.5,28.5
2022-06-30 00:00:24,BTC,1 Day,18836.6,30,40.5,45,43,18.5,24.5,4.5,63.5,50,99,23.5
2022-07-01 00:00:20,BTC,1 Day,19406.1,39,43,44.5,42,31,26.5,51,78.5,50,98.5,29
2022-07-02 00:00:21,BTC,1 Day,19347.4,42,53,44,39.5,31,37,4,81,50,99,33.5
2022-07-03 23:45:19,BTC,1 Day,19309.8,37,29.5,44.5,42.5,33,34.5,91,82,50,76,44.5
2022-07-04 23:45:20,BTC,1 Day,19885,43,34.5,54.5,56,52,34.5,13,76.5,50,64.5,27
2022-07-05 23:45:21,BTC,1 Day,20390.2,54,38,54.5,56,70.5,43.5,97,84.5,50,83,33.5
2022-07-06 23:45:22,BTC,1 Day,20327.9,51,38,54.5,58.5,72,45.5,60,85.5,50,63.5,42.5
2022-07-07 23:45:21,BTC,1 Day,21612.1,61,47.5,55.5,59,78,51,90,77.5,50,46.5,59.5
2022-07-09 23:45:06,BTC,1 Day,21705.8,61,48,60.5,95,76.5,46.5,53.5,73,50,67,22.5
2022-07-10 23:56:00,BTC,1 Day,21043.5,43,44,42.5,5.5,48.5,37.5,77,66.5,21,58,26.5
2022-07-11 23:56:07,BTC,1 Day,20247.2,35,39,43.5,5,27.5,29,30,67,24.5,70,37.5
2022-07-12 23:56:09,BTC,1 Day,19431.1,27,35,43,9.5,12.5,26.5,59.5,57,28,65,29
2022-07-13 23:56:03,BTC,1 Day,19910.1,36,39.5,38,13,22,32.5,72.5,65.5,27.5,55.5,50
2022-07-14 23:57:28,BTC,1 Day,20482.8,51,44,61,90.5,50.5,40,62.5,80,38,57.5,39.5
2022-07-15 23:57:13,BTC,1 Day,20962.4,61,47,58.5,90,76.5,54.5,52,88.5,40,54,44
2022-07-16 23:56:58,BTC,1 Day,21204.4,62,49,56,87.5,73.5,50,88,93.5,50,83.5,45.5
2022-07-17 23:56:25,BTC,1 Day,21014,55,47.5,57,83.5,65,49,59,85,37,65.5,43.5
2022-07-18 23:56:11,BTC,1 Day,21657.5,57,52.5,57,80,66.5,60,50,86.5,21,10.5,52
2022-07-19 23:56:10,BTC,1 Day,23715.9,73,63,58.5,92,90,64.5,30,80,42.5,27,63.5
2022-07-20 23:55:54,BTC,1 Day,23645.7,74,62.5,65.5,97.5,94,62.5,91.5,81,2.5,39,53
2022-07-21 23:56:35,BTC,1 Day,23228.5,68,60,67,99,78,53.5,96,77.5,24,53,44
2022-07-22 23:56:06,BTC,1 Day,22752.6,54,56.5,34.5,2,48.5,55.5,81,70,63.5,81,40.5
2022-07-23 23:56:12,BTC,1 Day,22242.3,45,52.5,38,3,32.5,46,9,71.5,81,79,40
2022-07-24 23:56:11,BTC,1 Day,22782.3,53,56.5,45.5,6.5,38.5,51,90,82,27.5,74,44
2022-07-25 23:56:08,BTC,1 Day,22038.6,49,51,46,11.5,34.5,39.5,96.5,76,21.5,52,48.5
2022-07-26 23:56:08,BTC,1 Day,20951,40,44,42.5,9,20,26.5,51.5,77.5,97,74.5,34.5
2022-07-27 23:56:23,BTC,1 Day,22627.9,48,55,41,9,41.5,61,19.5,49.5,42.5,50,46.5
2022-07-28 23:56:25,BTC,1 Day,23965,69,61.5,58.5,94.5,86.5,62.5,34.5,85.5,8,38,52.5
2022-07-29 23:57:05,BTC,1 Day,23823,75,61,63,97.5,92.5,57.5,82.5,80.5,41,50,58
2022-07-30 23:56:58,BTC,1 Day,23896.4,70,61,66.5,98,81,56.5,81,78,63,64.5,65
2022-07-31 23:56:33,BTC,1 Day,23590.8,63,59,68,96.5,55,59,58.5,82.5,34,59,54.5
2022-08-01 23:56:34,BTC,1 Day,23007.3,52,54.5,37.5,6.5,36,55.5,90,75,29,62.5,34.5
2022-08-02 23:56:24,BTC,1 Day,23043.2,52,54.5,46,8.5,36,55.5,42.5,77,85,73,37.5
2022-08-03 23:57:08,BTC,1 Day,23272.3,59,56,46,8.5,45,67,84,76.5,93,80,41.5
2022-08-04 23:56:29,BTC,1 Day,22508.9,46,50,46,10,33.5,39,79,74.5,37,76.5,41.5
2022-08-05 23:56:29,BTC,1 Day,23117.5,52,55,46,10,48,58,79.5,83,8,69.5,42
2022-08-06 23:56:37,BTC,1 Day,23184.1,62,55,53.5,92,56.5,56.5,80,84.5,53.5,75.5,37.5
2022-08-07 23:56:24,BTC,1 Day,23291.5,60,55.5,53.5,84,63,60,87.5,82,13,62,37
2022-08-08 23:56:23,BTC,1 Day,23829.6,63,59.5,53.5,77.5,62,64.5,76,82,65,65.5,46.5
2022-08-09 23:56:37,BTC,1 Day,23180.7,62,53.5,55,85,57.5,59,88.5,88,66.5,38.5,41
2022-08-10 23:56:38,BTC,1 Day,23979.6,64,59,54.5,85.5,66,64.5,99,84,16,68.5,57.5
2022-08-11 23:57:49,BTC,1 Day,24174.8,64,60,55,93,60.5,64.5,95,87.5,9.5,31.5,50
2022-08-12 23:56:30,BTC,1 Day,24121.4,67,60,55.5,98,68.5,62.5,53,89,82.5,66.5,47.5
2022-08-13 23:56:30,BTC,1 Day,24477.5,68,62,56,97.5,65,64.5,47.5,90,77,62,47
2022-08-14 23:56:09,BTC,1 Day,24324.7,63,60.5,55.5,96,62,59,98,91,1,42,47.5
2022-08-15 23:56:20,BTC,1 Day,24004,50,57,44.5,5,46,54.5,67,80,2.5,51.5,32
2022-08-16 23:56:13,BTC,1 Day,23926.3,55,56.5,46.5,2,40.5,58,98.5,80,47,71.5,63
2022-08-17 23:56:27,BTC,1 Day,23328.9,41,50,46.5,2.5,30,32,26,84,10.5,80,43.5
2022-08-18 23:56:11,BTC,1 Day,23364.3,42,50.5,45,2,31.5,32,32,91.5,5,27.5,33
2022-08-19 23:56:13,BTC,1 Day,21101.8,24,34,44,4,8.5,17.5,58.5,65.5,43,56.5,24.5
2022-08-20 23:56:14,BTC,1 Day,21080.3,23,35.5,29.5,1,8,20,58.5,62.5,10.5,71,29
2022-08-21 23:56:02,BTC,1 Day,21535.1,29,39.5,26.5,2.5,12,34.5,30.5,77,12,52.5,35.5
2022-08-22 23:56:04,BTC,1 Day,21103.4,36,37,29,4.5,41,27.5,48.5,64,40,71,27
2022-08-23 23:58:11,BTC,1 Day,21494.2,47,39.5,66,96.5,55,34.5,61,63,25.5,14,34.5
2022-08-24 23:58:03,BTC,1 Day,21596.5,53,40.5,61,96.5,54.5,34.5,51,71,98.5,46.5,36.5
2022-08-25 23:58:12,BTC,1 Day,21573.4,52,41,54,95,53.5,32.5,60,71,98.5,77,33
2022-08-26 23:58:17,BTC,1 Day,20641.3,36,35,47,6.5,35,20,83,50.5,59,20.5,50
2022-08-27 23:56:58,BTC,1 Day,19919.9,31,31,43.5,2.5,21.5,26.5,73.5,62.5,76.5,68,26
2022-08-28 23:56:12,BTC,1 Day,19979.3,26,31.5,41,5,17,29,45.5,45.5,43,60.5,25
2022-08-29 23:56:35,BTC,1 Day,20201.6,42,36,38,9,36,37,76.5,57.5,94.5,63,26
2022-08-30 23:55:59,BTC,1 Day,19822.1,33,34.5,39,8,41.5,25.5,1,72.5,50,16,33.5
2022-08-31 23:56:40,BTC,1 Day,20234.7,51,38.5,59,96.5,61,32.5,20.5,81.5,90.5,46,34.5
2022-09-01 23:56:36,BTC,1 Day,20085.8,34,37,46,1.5,48.5,32.5,19,66,14,69.5,25.5
2022-09-02 23:56:37,BTC,1 Day,19969.4,45,36.5,54,98.5,53.5,27.5,58,67,59,20.5,39
2022-09-03 23:56:42,BTC,1 Day,19750.2,37,35,46,1.5,45,22,91.5,80.5,3.5,66.5,26
2022-09-04 23:56:20,BTC,1 Day,19880.7,37,36.5,46.5,5,45,24.5,50.5,79,50,33,27.5
2022-09-05 23:56:41,BTC,1 Day,19740.2,39,36,47,8,45,26.5,87,85.5,12,27,31
2022-09-06 23:56:30,BTC,1 Day,18972.6,32,31,47,6,34,22,4,95.5,36.5,64,43.5
2022-09-07 23:57:29,BTC,1 Day,19361,41,36.5,43.5,1,33.5,30,94.5,96.5,35,64.5,33.5
2022-09-08 23:57:20,BTC,1 Day,19326.2,38,36.5,43.5,1,35.5,27.5,69,90,42.5,85,47
2022-09-09 23:56:50,BTC,1 Day,21247,62,54,56.5,99,84,57,1,91.5,13,59.5,44
2022-09-10 23:56:31,BTC,1 Day,21568.7,72,56,63.5,99,90.5,51,38,90.5,37.5,28,45
2022-09-11 23:56:35,BTC,1 Day,21496.6,72,55,70,99,92.5,45.5,32,88,41.5,45,47.5
2022-09-12 23:58:57,BTC,1 Day,22360,72,61,75,99,82.5,62.5,91,77,61.5,50,50
2022-09-13 23:56:48,BTC,1 Day,20095.5,39,44.5,26.5,1,34,24.5,52.5,78,29.5,55,42.5
2022-09-14 23:56:49,BTC,1 Day,20170.6,32,45,31,1,19,26.5,27.5,47.5,45,48.5,34
2022-09-15 23:56:52,BTC,1 Day,19834.6,28,43,36.5,1,7,24.5,63,73.5,18.5,67,30.5
2022-09-16 23:56:56,BTC,1 Day,19738.3,36,42.5,31.5,1,25.5,34.5,73,51.5,41.5,71,27
2022-09-17 23:56:45,BTC,1 Day,20038.1,43,45,31,1,38,30,87.5,70,55.5,72.5,26.5
2022-09-18 23:56:46,BTC,1 Day,19468.6,36,41.5,34,1,44,25.5,72.5,27.5,47,12.5,21
2022-09-19 23:56:34,BTC,1 Day,19552.2,39,42.5,45,1,43.5,25.5,61.5,60.5,50,1,38
2022-09-20 23:56:27,BTC,1 Day,18929.3,34,38.5,45,1,27.5,22,49.5,65,33,1,37.5
2022-09-21 23:57:12,BTC,1 Day,18473.5,31,36,44,1,27,22,62.5,48,14.5,1,19.5
2022-09-22 23:56:21,BTC,1 Day,19213.3,37,43,41.5,1,36,27.5,89.5,25.5,13.5,54,32.5
2022-09-23 23:56:01,BTC,1 Day,18976,36,41.5,42,1,48.5,34.5,56,31.5,50,23.5,42
2022-09-24 23:56:16,BTC,1 Day,18935.5,47,41.5,56,99,60.5,22,69.5,33.5,50,71.5,27.5
2022-09-25 23:57:03,BTC,1 Day,18766.9,38,40,44.5,1,41.5,26.5,84,33,36,71,36.5
2022-09-26 23:56:56,BTC,1 Day,19104.5,40,43,45,1.5,44.5,32.5,60,25,86.5,59.5,32
2022-09-27 23:56:48,BTC,1 Day,19022.2,37,43,45,1,50,25.5,30,57.5,24,26.5,50
2022-09-28 23:56:47,BTC,1 Day,19617.1,56,48,54,99,65.5,42.5,53.5,23,99,39.5,45.5
2022-09-29 23:59:10,BTC,1 Day,19428.1,57,46.5,54,99,57.5,34.5,80,53,99,20,42.5
2022-09-30 23:57:30,BTC,1 Day,19361.1,52,46,54.5,99,59,38,10.5,53.5,88,67.5,38.5
2022-10-01 23:56:51,BTC,1 Day,19293.6,49,45.5,54.5,99,50.5,32.5,6,52,82.5,71,42
2022-10-02 23:58:36,BTC,1 Day,19197.5,38,44.5,46.5,1,42.5,25.5,64.5,24,64,50,37.5
2022-10-03 23:57:40,BTC,1 Day,19536,42,48.5,46,1,49,51,1,22,94,28,47
2022-10-04 23:57:27,BTC,1 Day,20290.1,61,55.5,54,99,68,61,92.5,17.5,73,25.5,42.5
2022-10-05 23:57:27,BTC,1 Day,20058.8,58,53,56.5,99,74.5,46.5,11,17,96.5,54,34
2022-10-06 23:57:08,BTC,1 Day,19920.4,60,51.5,57.5,99,64.5,50,38.5,50,99,22.5,31.5
2022-10-07 23:55:15,BTC,1 Day,19571.9,45,48,42.5,1,40,31,80,25,93,50,38
2022-10-08 23:57:26,BTC,1 Day,19308.8,39,45.5,43,1,30.5,26.5,61.5,22,89,54.5,36
2022-10-09 23:58:04,BTC,1 Day,19482,41,47.5,44,5.5,34.5,33.5,56.5,24.5,79.5,65.5,33
2022-10-10 23:57:00,BTC,1 Day,19242.6,36,45,44,12.5,39.5,24.5,6.5,22.5,38.5,13,31.5
2022-10-11 23:56:26,BTC,1 Day,19012.4,43,42.5,44,10.5,38.5,26.5,97.5,47.5,25,66,38.5
2022-10-12 23:58:51,BTC,1 Day,19180.4,42,44.5,44.5,8,42,30,71,54.5,47.5,9.5,34
2022-10-13 23:51:54,BTC,1 Day,19400.5,53,47.5,54,92,52.5,39,86.5,21,90.5,18.5,31.5
2022-10-14 23:57:31,BTC,1 Day,19132.6,50,44.5,54,98.5,52,25.5,94.5,24.5,69,46,40
2022-10-15 23:56:39,BTC,1 Day,19073.1,40,44,46.5,1,49.5,26.5,69.5,51.5,62.5,65,28.5
2022-10-16 23:56:21,BTC,1 Day,19171,39,45.5,46.5,4.5,46,26.5,65,24,62,49.5,28.5
2022-10-17 23:56:35,BTC,1 Day,19527.1,56,50.5,53.5,90,56,54.5,77,58,56.5,14.5,26.5
2022-10-18 23:56:42,BTC,1 Day,19287.5,51,47,54,91.5,56,30,89,23,72,8,25.5
2022-10-19 23:56:51,BTC,1 Day,19201.2,49,46,54,94,51.5,22,91,20.5,50.5,46.5,26.5
2022-10-20 23:58:31,BTC,1 Day,19074,47,44.5,46,8.5,40.5,31,99,53.5,79,8,27
2022-10-21 23:58:59,BTC,1 Day,19153.9,42,46,45.5,8,43,32.5,76,55.5,16.5,82.5,27.5
2022-10-22 23:58:27,BTC,1 Day,19204.4,38,46.5,45.5,5.5,49,30,63.5,27.5,15,78.5,32
2022-10-23 23:58:45,BTC,1 Day,19539.2,50,52,54.5,87.5,60,58,54,29,6.5,47,31.5
2022-10-24 23:58:13,BTC,1 Day,19367.7,51,49.5,54.5,85.5,57.5,49,71,66.5,7,4,34.5
2022-10-25 23:58:03,BTC,1 Day,20195.7,62,60,54.5,91,71.5,67,87,53,5.5,14.5,29.5
2022-10-27 23:56:20,BTC,1 Day,20391.8,70,60,61,99,78.5,54.5,88.5,85.5,50,45.5,39.5
2022-10-28 23:57:00,BTC,1 Day,20583.6,64,61,61,99,68.5,54.5,40.5,86,14.5,20,48
2022-10-29 23:57:19,BTC,1 Day,20856.6,68,63.5,60,99,57.5,64.5,63.5,92.5,64.5,75.5,50
2022-10-30 23:57:57,BTC,1 Day,20583.1,66,60,60,99,57.5,54.5,98,70,72,14,39
