date,Token,Period,price,cfgi,data_price,data_volatility,data_volume,data_impulse,data_technical,data_social,data_dominance,data_trends,datas_whales,data_orders
2022-10-31 23:57:04,BTC,1 Day,20478.6,57,58,44,2.5,49.5,54.5,89,88.5,29.5,22.5,34
2022-11-01 23:58:46,BTC,1 Day,20465.3,54,58,45.5,1.5,43.5,56.5,93.5,90.5,6,53,33
2022-11-02 23:58:10,BTC,1 Day,20091.8,52,52.5,45.5,1.5,37,48.5,43.5,86.5,99,1,38.5
2022-11-03 23:58:47,BTC,1 Day,20188.5,48,53.5,45,1,40,54.5,12.5,67,77.5,7,35
2022-11-04 23:45:18,BTC,1 Day,21189.3,73,64.5,55.5,99,61.5,73.5,96,92,96,47,40.5
2022-11-04 23:59:32,BTC,1 Day,21174.4,71,64.5,55.5,99,61,73.5,77,92,90.5,2.5,39
2022-11-05 23:45:10,BTC,1 Day,21290,72,65.5,57,99,75,66.5,95.5,67,54.5,71.5,15
2022-11-05 23:59:05,BTC,1 Day,21306.6,74,65.5,57,99,75,66.5,99,89.5,54,74.5,15
2022-11-06 23:57:15,BTC,1 Day,21139.9,71,63,59,99,76,63.5,60.5,87,91.5,2.5,12.5
2022-11-07 23:57:54,BTC,1 Day,20469.4,48,53.5,41,1,43.5,50,13,86.5,47.5,24,13.5
2022-11-08 23:59:25,BTC,1 Day,18473.5,22,35.5,41,1,6.5,20,48.5,39,31,36,34
2022-11-09 23:59:07,BTC,1 Day,15857.8,14,24.5,29.5,1,1,22,30.5,33,60.5,67.5,3.5
2022-11-10 23:58:48,BTC,1 Day,17844.5,21,40,6,1,1,30,1,58.5,62,37,60.5
2022-11-11 23:57:57,BTC,1 Day,16958,21,35.5,5.5,1,5,27.5,5.5,59.5,43,30,7
2022-11-12 23:58:25,BTC,1 Day,16832.2,49,35,92,99,51,32.5,40,81,62,33.5,7.5
2022-11-13 23:57:52,BTC,1 Day,16451,34,33.5,14.5,1,28,27.5,4,82,98,1.5,4.5
2022-11-14 23:58:55,BTC,1 Day,16420.3,37,33.5,31.5,2,32,30,16,80,95,10.5,9
2022-11-15 23:58:07,BTC,1 Day,16899.9,41,37.5,39,1.5,45.5,30,11,78,99,57,28.5
2022-11-16 23:58:14,BTC,1 Day,16613.4,51,36,58.5,97.5,55,32.5,67.5,76,98.5,24.5,17
2022-11-17 23:58:45,BTC,1 Day,16721.8,45,37,56,95.5,54.5,32.5,7.5,42,99,33,29
2022-11-18 23:58:57,BTC,1 Day,16662.1,41,36.5,45,7,46.5,30,89.5,48.5,80,65.5,16.5
2022-11-19 23:57:48,BTC,1 Day,16743.1,46,37,55,90,50.5,32.5,96,47,43.5,59.5,32
2022-11-20 23:58:09,BTC,1 Day,16302.9,36,34.5,46,19,41.5,22,38,63.5,62.5,50,12.5
2022-11-21 23:58:24,BTC,1 Day,15745.3,31,31.5,45,22.5,29,20,15.5,66.5,32.5,2.5,31
2022-11-22 23:57:44,BTC,1 Day,16194.8,38,36,42.5,14.5,33.5,32.5,38,64.5,73.5,39,20.5
2022-11-23 23:57:59,BTC,1 Day,16517,37,39.5,42.5,15,49.5,33.5,44.5,35,50,63,17.5
2022-11-24 23:57:42,BTC,1 Day,16597.8,44,40.5,57.5,87,67,33.5,1,43,50,18,20.5
2022-11-25 23:58:09,BTC,1 Day,16525.2,48,39.5,57,85,62,33.5,85,53.5,43.5,51.5,16
2022-11-26 23:57:37,BTC,1 Day,16415.3,43,39,57,82,50.5,31,88,28.5,37.5,36.5,18
2022-11-27 23:58:28,BTC,1 Day,16581,35,40.5,43,20.5,49.5,34.5,8.5,28.5,49.5,64,19.5
2022-11-28 23:58:00,BTC,1 Day,16224.2,39,37,45.5,23,42.5,26.5,32,56.5,74,36,15
2022-11-29 23:57:49,BTC,1 Day,16483.3,41,41,45.5,19.5,48,41,67,63.5,18.5,30,16.5
2022-11-30 23:58:30,BTC,1 Day,17125,59,48.5,54.5,83,63.5,51,98.5,72,65,41,51
2022-12-01 23:59:06,BTC,1 Day,16972.2,53,47,57,88,69.5,49,6,71,40,34.5,28.5
2022-12-02 23:58:31,BTC,1 Day,17042.5,51,48,57.5,87.5,68.5,39,23.5,31,50,8,16
2022-12-03 23:58:17,BTC,1 Day,16897.1,44,46.5,58,85,50.5,35.5,40.5,12.5,38.5,13,16
2022-12-04 23:57:32,BTC,1 Day,17104.7,45,49,58,80.5,53,45.5,7,45.5,16,47.5,14.5
2022-12-05 23:59:54,BTC,1 Day,16940.2,44,47,43.5,21.5,46.5,37.5,92,12,21.5,47,11.5
2022-12-06 23:58:23,BTC,1 Day,16975.9,50,47.5,54.5,81.5,51.5,49,60.5,12,90.5,34,14
2022-12-07 23:58:17,BTC,1 Day,16846.3,46,46,45.5,18.5,45.5,36.5,29,32,96.5,37,21
2022-12-08 23:58:22,BTC,1 Day,17197.1,50,50.5,55,82.5,54,54.5,6,13,98,50.5,17
2022-12-09 23:58:23,BTC,1 Day,17129.2,50,50,55,84,51.5,50,69,13,71.5,38.5,19
2022-12-10 23:58:43,BTC,1 Day,17134.6,51,50,55,85,57.5,46.5,52.5,15,82,61,19.5
2022-12-11 23:58:17,BTC,1 Day,17117.9,45,49.5,45,20.5,49.5,51,15.5,41,61.5,48,9.5
2022-12-12 23:58:39,BTC,1 Day,17159.3,54,50.5,55,76.5,50.5,44.5,86,40,83,50.5,43.5
2022-12-13 23:58:01,BTC,1 Day,17768,61,58.5,55,79.5,63.5,63.5,36,39,97,31,36.5
2022-12-14 23:58:42,BTC,1 Day,17836.6,63,59.5,56.5,85.5,69.5,56.5,88,13.5,99,13,39.5
2022-12-15 23:58:16,BTC,1 Day,17346.4,54,51.5,58,88.5,59,44,47.5,10.5,99,36,6.5
2022-12-16 23:59:20,BTC,1 Day,16731.4,38,43.5,42.5,12.5,31.5,24.5,83.5,7,71,47.5,22.5
2022-12-17 23:58:15,BTC,1 Day,16740.8,37,44,40.5,12,23.5,33.5,93,9,38.5,1,32
2022-12-18 23:57:44,BTC,1 Day,16765.5,36,44.5,39.5,18.5,29,30,61.5,10,51.5,57,31
2022-12-20 23:58:25,BTC,1 Day,16867.2,39,47,39,25.5,49,35.5,61,12,3,2.5,36
2022-12-21 23:58:07,BTC,1 Day,16767.3,43,46,57.5,79,51,25.5,35.5,38.5,19.5,44,19.5
2022-12-22 23:57:42,BTC,1 Day,16801.1,48,46.5,56,76,58.5,25.5,70,11.5,89,13,22
2022-12-23 23:58:05,BTC,1 Day,16797.3,46,46,55.5,75.5,50.5,22,75,45,35.5,1,24.5
2022-12-24 23:57:17,BTC,1 Day,16832.8,49,47,56,74,50.5,30,90.5,40,47,69,26
2022-12-25 23:57:27,BTC,1 Day,16820.8,45,46.5,44,31.5,49.5,27.5,94.5,15.5,54.5,76.5,25.5
2022-12-26 23:57:33,BTC,1 Day,16839.2,47,47,54.5,67,51.5,30,68,12.5,89,33.5,36
2022-12-27 23:57:26,BTC,1 Day,16694.3,45,44.5,45.5,34,48,22,74.5,17.5,92.5,67,27
2022-12-28 23:57:31,BTC,1 Day,16520,44,41.5,45,31.5,43,22,47.5,40.5,93.5,1,22.5
2022-12-29 23:57:45,BTC,1 Day,16627.5,47,44,44.5,29,41.5,30,71.5,42,99,6,22.5
2022-12-30 23:57:38,BTC,1 Day,16590.4,42,43.5,44,29,45,25.5,31,44,75,21,21
2022-12-31 23:57:40,BTC,1 Day,16516.5,43,42,44,29,48,22,74.5,45.5,72.5,76.5,13
2023-01-01 23:45:01,BTC,1 Day,16598.5,42,44,44,32.5,49,30,21.5,49.5,67.5,62.5,17.5
2023-01-01 23:59:33,BTC,1 Day,16602.3,44,44,44,32.5,49,30,45,49,69,4,18.5
2023-01-02 23:58:35,BTC,1 Day,16697.9,48,46.5,55,64.5,52,33.5,68.5,20,92.5,45.5,20.5
2023-01-03 23:58:40,BTC,1 Day,16675.6,52,46,55,64,53,36.5,98,50,78,51,17.5
2023-01-04 23:58:34,BTC,1 Day,16827.2,54,50,55,66,55.5,54.5,80,60.5,59,16,25.5
2023-01-05 23:57:21,BTC,1 Day,16834,55,50,55.5,71.5,55.5,47.5,44,56,97.5,2.5,17.5
2023-01-06 23:57:55,BTC,1 Day,16959,57,53.5,56,71.5,58,61,98,22.5,76.5,5,19
2023-01-07 23:58:25,BTC,1 Day,16937.3,54,53,56,74.5,54,53.5,40.5,55.5,54.5,13.5,18
2023-01-08 23:57:26,BTC,1 Day,16974.5,57,54,56,69.5,54.5,51,94.5,52,76,41.5,22.5
2023-01-09 23:58:32,BTC,1 Day,17200.4,59,59.5,56.5,68,57.5,64.5,81.5,32,64,10,27
2023-01-10 23:57:56,BTC,1 Day,17442.6,64,65,56.5,76.5,63,64.5,76.5,65,24.5,14,26.5
2023-01-11 23:58:04,BTC,1 Day,17558.4,58,67,57.5,79,63,62.5,44,27.5,4,1,62.5
2023-01-12 23:57:21,BTC,1 Day,18913.1,73,81.5,60,84,87,71,23,28.5,3,1,59
2023-01-13 23:57:38,BTC,1 Day,19856.5,81,86,66.5,96,95,74.5,29.5,48.5,4,27,61.5
2023-01-14 23:57:51,BTC,1 Day,20964,86,89.5,76,98,98.5,70,96,53,4.5,22.5,59
2023-01-15 23:57:48,BTC,1 Day,20903.2,83,88.5,85,99,96.5,62,89,26,6,1,57
2023-01-16 23:57:38,BTC,1 Day,21182.3,80,88.5,84.5,97,89.5,72.5,46.5,24,6,20,60.5
2023-01-17 23:58:55,BTC,1 Day,21229.1,74,88.5,80.5,97.5,69.5,72.5,67,19.5,8.5,45.5,56.5
2023-01-18 23:57:50,BTC,1 Day,20805.5,73,80.5,71.5,97.5,53.5,60,86,49.5,19.5,38,57
2023-01-19 23:57:27,BTC,1 Day,21060.3,64,80,38.5,1.5,46.5,72.5,98,20,12,3.5,58.5
2023-01-20 23:57:46,BTC,1 Day,22575.5,76,85.5,57,98,78,80,85,16,13,27,88
2023-01-21 23:57:42,BTC,1 Day,23061.5,82,86.5,67,99,94,71,62,37,12,32.5,83.5
2023-01-22 23:59:10,BTC,1 Day,22673.9,79,84,71.5,99,91.5,63,72.5,12.5,24,8.5,66.5
2023-01-23 23:58:14,BTC,1 Day,22917.8,70,85.5,73,99,72,63,26,9,9.5,21,72.5
2023-01-24 23:58:27,BTC,1 Day,22767,69,82.5,73.5,99,56.5,65.5,26,22.5,14.5,1,71
2023-01-25 23:59:15,BTC,1 Day,22928.2,73,81.5,66,99,55,72.5,67,25.5,31,2.5,55
2023-01-26 23:58:08,BTC,1 Day,23006.6,72,81,57,99,54,65.5,87,6,32,6.5,66.5
2023-01-27 23:58:24,BTC,1 Day,22994.9,72,81,57,99,60,72.5,99,22,12.5,5,61.5
2023-01-28 23:58:23,BTC,1 Day,22986.2,66,79.5,57,99,51.5,72.5,10,17,19.5,31.5,63
2023-01-29 23:58:17,BTC,1 Day,23760.8,73,83.5,57,96,67.5,78,90,6,19.5,6,61
2023-01-30 23:57:38,BTC,1 Day,22716.9,54,67,40,2.5,46.5,62,80,5,23.5,30.5,50
2023-01-31 23:58:24,BTC,1 Day,23197.7,60,71,59,98.5,54.5,70,12.5,5.5,19.5,4.5,59.5
2023-02-01 23:58:17,BTC,1 Day,23716.7,58,73.5,41,2,49.5,73.5,58.5,6.5,28,19,67
2023-02-02 23:58:23,BTC,1 Day,23569.8,68,71.5,60.5,98.5,67,64,92,8,39.5,6,51.5
2023-02-03 23:59:34,BTC,1 Day,23432,68,69.5,60.5,99,61.5,70,96.5,36.5,20,5.5,48.5
2023-02-04 23:57:44,BTC,1 Day,23416.4,54,69.5,40,1,47,65.5,22.5,15,42.5,44.5,44
2023-02-05 23:58:05,BTC,1 Day,22981.9,48,63,40.5,2,37,59,54.5,11.5,19,33.5,40
2023-02-06 23:58:52,BTC,1 Day,22878.7,48,61.5,41,3.5,32.5,59,28,37.5,35.5,1,44.5
2023-02-07 23:58:25,BTC,1 Day,23231.7,54,64,39.5,3.5,41.5,72.5,42.5,43,33.5,30,51.5
2023-02-08 23:58:43,BTC,1 Day,22937.3,51,60,41,2,47.5,55.5,81.5,12,46,7,57.5
2023-02-09 23:58:17,BTC,1 Day,21785,38,47,41.5,2,28.5,42,79,9,56,4.5,29
2023-02-10 23:57:38,BTC,1 Day,21586.1,31,45.5,36,1,13,42,96.5,6.5,6,70.5,46
2023-02-11 23:57:48,BTC,1 Day,21825.2,32,48,33,1,15.5,52.5,32,30.5,18,36,53.5
2023-02-12 23:57:50,BTC,1 Day,21808.7,40,47.5,32.5,3,37.5,57,71,27.5,10.5,1,60.5
2023-02-13 23:57:45,BTC,1 Day,21647.5,35,46,32.5,5,46.5,45.5,5,5.5,20,30,51
2023-02-14 23:57:41,BTC,1 Day,22185.4,54,52,63,96,58.5,55.5,73,32,17.5,6.5,42.5
2023-02-15 23:57:50,BTC,1 Day,24157.8,76,67.5,57.5,98,93,75.5,65,22.5,61,27,76
2023-02-16 23:58:15,BTC,1 Day,24060.3,74,65,76.5,99,96.5,71,23.5,4.5,52.5,7,83.5
2023-02-17 23:59:20,BTC,1 Day,24725.7,75,66.5,78,99,97.5,78,83,28,2.5,1,95
2023-02-18 23:59:16,BTC,1 Day,24626.7,67,66,83,99,77,74.5,90.5,5,13.5,36.5,92.5
2023-02-19 23:59:23,BTC,1 Day,24491.5,68,64.5,82,99,80,70,69,5.5,64.5,32.5,91.5
2023-02-20 23:57:59,BTC,1 Day,24726.7,62,65,74,99,60,72.5,28,5,78,1,90
2023-02-21 23:58:54,BTC,1 Day,24365.1,51,61,37.5,1,48,65.5,68.5,19.5,25.5,38.5,91
2023-02-22 23:56:55,BTC,1 Day,24065.9,48,58,37.5,1,45,70,22,18,38,45,93
2023-02-23 23:57:25,BTC,1 Day,23878.4,40,56.5,41.5,1,27,65.5,56,4,7.5,49,84.5
2023-02-24 23:57:56,BTC,1 Day,23094.7,31,50,40,1,16,45.5,8.5,5,32,13.5,82.5
2023-02-25 23:56:44,BTC,1 Day,23128.4,36,50,35.5,1,17.5,45.5,80.5,17.5,34,1.5,77.5
2023-02-26 23:56:58,BTC,1 Day,23440.6,40,52.5,32,1.5,27.5,65.5,83.5,15,2.5,48.5,80
2023-02-27 23:57:16,BTC,1 Day,23521.8,51,53,64.5,97,52,64.5,39.5,24.5,5.5,52,61
2023-02-28 23:57:04,BTC,1 Day,23149.2,51,49.5,61.5,97,50.5,57.5,38.5,4.5,69,18.5,82.5
2023-03-01 23:57:44,BTC,1 Day,23516,52,53,60,96.5,50,72.5,49,7.5,16.5,21.5,87
2023-03-02 23:56:51,BTC,1 Day,23479,52,52.5,58,97.5,50,57.5,35.5,29.5,20,5.5,82.5
2023-03-03 23:56:38,BTC,1 Day,22335.2,35,43,42,3.5,31,36.5,8,26,76,67.5,55.5
2023-03-04 23:57:01,BTC,1 Day,22306.4,31,42.5,36.5,3,16.5,43.5,38.5,23,33,53.5,50
2023-03-05 23:56:35,BTC,1 Day,22425.6,34,43.5,34,9,17,53.5,90,25.5,4,35.5,58.5
2023-03-06 23:57:53,BTC,1 Day,22426.8,39,43.5,34,13.5,40,49,63,5,69.5,38,58
2023-03-07 23:57:21,BTC,1 Day,22104.4,45,41,33.5,14,40.5,36.5,75.5,99,40.5,8.5,58.5
2023-03-08 23:56:54,BTC,1 Day,21753.5,32,38,37,9,32.5,32,50,7,18.5,20,60.5
2023-03-09 23:57:40,BTC,1 Day,20365,18,29.5,40.5,6.5,7.5,31,4.5,29.5,1,12.5,32.5
2023-03-10 23:56:32,BTC,1 Day,20117.5,15,28,28.5,2,4,30,20,9,6.5,1.5,57
2023-03-11 23:57:01,BTC,1 Day,20345.9,20,30.5,22,1,8,35.5,61,10.5,19,6.5,52.5
2023-03-12 23:57:04,BTC,1 Day,21658.2,50,44.5,77.5,99,66,46.5,11,40,23.5,3,46
2023-03-13 23:56:56,BTC,1 Day,24194.3,74,61,75,99,99,78,6.5,24,47,45,79.5
2023-03-14 23:56:59,BTC,1 Day,24675,80,63,89.5,99,99,78,92,22.5,90,22.5,80
2023-03-15 23:57:53,BTC,1 Day,24410.1,78,61,96.5,99,99,67.5,73.5,16.5,81,11.5,59.5
2023-03-16 23:57:12,BTC,1 Day,24952.8,73,63.5,96.5,99,91,77,15.5,1.5,97.5,63.5,78
2023-03-17 23:57:21,BTC,1 Day,27590,81,72.5,94,99,98.5,78,69,4,86.5,46,90.5
2023-03-18 23:56:53,BTC,1 Day,26910,79,68.5,93,99,98.5,70,36,1,93.5,1,83.5
2023-03-19 23:56:56,BTC,1 Day,28114.8,81,72,87,99,99,75.5,42.5,1,81,62,93
2023-03-20 23:58:56,BTC,1 Day,27949.8,75,71.5,90.5,99,87,67.5,65,2,84,22,86.5
2023-03-21 23:56:32,BTC,1 Day,28037.9,76,71,90,99,85.5,72.5,99,1,95,1,92.5
2023-03-22 23:57:02,BTC,1 Day,27199.2,51,64.5,18.5,1,40,61,27.5,3.5,96,62,67.5
2023-03-23 23:56:46,BTC,1 Day,28217.4,67,68.5,63,99,62,67.5,67.5,5,98.5,45.5,83.5
2023-03-24 23:56:50,BTC,1 Day,27306.2,51,62,35,2,31.5,67.5,72.5,4,98.5,36,65.5
2023-03-25 23:57:05,BTC,1 Day,27433.2,65,62.5,62,92,52,72.5,98,5,94.5,52,68.5
2023-03-26 23:57:32,BTC,1 Day,27804,53,64.5,38,18.5,36.5,71,22,1,89,1,78
2023-03-27 23:57:42,BTC,1 Day,27177.4,50,59.5,37.5,27.5,41.5,66.5,10,3,77.5,7.5,56
2023-03-28 23:57:00,BTC,1 Day,27182,53,59.5,37,30.5,39,68,67.5,2,75,66.5,57.5
2023-03-29 23:58:20,BTC,1 Day,28389.6,66,64.5,63,67,58,73.5,30,99,58,10,69.5
2023-03-30 23:56:10,BTC,1 Day,28080.3,70,62.5,63.5,66,75,80,42.5,99,58,10.5,50
2023-03-31 23:57:11,BTC,1 Day,28489.4,67,64,64,66.5,84.5,78,61.5,1,57.5,45.5,91.5
2023-04-01 23:56:38,BTC,1 Day,28474.4,61,64,66,65,65.5,72.5,95.5,1,32,11,78.5
2023-04-02 23:56:48,BTC,1 Day,28005.4,55,60.5,67,61,54.5,65.5,59,6,41.5,48,84
2023-04-03 23:56:34,BTC,1 Day,27695.3,48,58,36.5,40.5,31.5,63.5,37.5,9,57,30,76.5
2023-04-04 23:56:55,BTC,1 Day,28210.4,54,61,40.5,39.5,39,75.5,50,3,48,30.5,64
2023-04-05 23:55:33,BTC,1 Day,28173.6,49,60.5,40.5,40.5,45.5,69,50,5,39,56,70.5
2023-04-06 23:54:53,BTC,1 Day,28009.2,48,59,59,59.5,54.5,66.5,1,4,29.5,1,69.5
2023-04-07 23:54:58,BTC,1 Day,27893,45,58,41.5,41.5,44.5,54.5,1,4,17,49,72
2023-04-08 23:55:47,BTC,1 Day,27929.8,54,58.5,42.5,43,42.5,54.5,50.5,13,85,64.5,67.5
2023-04-09 23:54:45,BTC,1 Day,28400,57,61.5,57.5,56,57,73.5,58.5,13,60.5,53.5,75
2023-04-10 23:54:23,BTC,1 Day,29223.4,67,67,58,56,82.5,73.5,52.5,2,62.5,11,75
2023-04-11 23:55:11,BTC,1 Day,30177.1,74,71.5,69.5,57.5,97,78,27,1,17,14,83
2023-04-12 23:54:23,BTC,1 Day,29903.4,75,68,79,59,95.5,67.5,76.5,7,66.5,14,88
2023-04-13 23:54:43,BTC,1 Day,30316.6,64,70,80,59.5,84.5,72.5,4.5,12,9.5,78,88
2023-04-14 23:55:00,BTC,1 Day,30429.9,61,70.5,79.5,59.5,68,61,17.5,11,27.5,10.5,86
2023-04-15 23:55:02,BTC,1 Day,30271.1,64,68.5,73,60.5,65.5,67.5,74.5,10.5,79.5,54.5,82.5
2023-04-16 23:54:53,BTC,1 Day,30361.2,61,69,60.5,58.5,54,70,26.5,37,21.5,36.5,81.5
2023-04-17 23:55:25,BTC,1 Day,29459.2,48,59,41.5,42.5,24.5,59,50.5,40.5,45.5,65,76.5
2023-04-18 23:55:16,BTC,1 Day,30385.7,65,65,37.5,42,44,73.5,88,32.5,98,29,74.5
2023-04-19 23:54:34,BTC,1 Day,29113.4,38,53.5,37.5,41,17.5,55.5,30,6.5,40,5,53
2023-04-20 23:54:37,BTC,1 Day,28215.8,32,47.5,29.5,39,12.5,42,44.5,11,54.5,17.5,64
2023-04-21 23:54:37,BTC,1 Day,27270,23,42,23,38.5,1,40,44.5,26,34.5,50,59.5
2023-04-22 23:54:07,BTC,1 Day,27654.7,26,45,14,38,6,54.5,6.5,26,16.5,38,62.5
2023-04-23 23:54:21,BTC,1 Day,27514.5,29,44,16,40,15,45.5,12,21,7,47,52
2023-04-24 23:54:39,BTC,1 Day,27407.4,34,43.5,16,41.5,45,47.5,11,5,1,15,54.5
2023-04-25 23:54:35,BTC,1 Day,28269.2,48,50,67,58.5,62,53,41.5,4,31.5,12.5,64
2023-04-26 23:54:43,BTC,1 Day,28303.3,50,50,63.5,58.5,74,55,6,18.5,16,36.5,54.5
2023-04-27 23:54:12,BTC,1 Day,29630.2,72,58.5,64.5,63,96,76.5,60,13,50,8,88
2023-04-28 23:55:07,BTC,1 Day,29319.7,62,56.5,72,64.5,89.5,69.5,20.5,2.5,15.5,6,77.5
2023-04-29 23:55:26,BTC,1 Day,29217.8,63,55.5,75,62.5,84.5,72.5,46,3.5,36,68,78
2023-04-30 23:55:07,BTC,1 Day,29426.8,54,57,73.5,59.5,59.5,72,45.5,2.5,40.5,4.5,84
2023-05-01 23:54:58,BTC,1 Day,27975.8,31,46,34.5,41.5,17,37,10.5,3.5,5.5,50,61
2023-05-02 23:55:22,BTC,1 Day,28659,40,51,32.5,40.5,24,55,51.5,4,56.5,39.5,69
2023-05-03 23:55:39,BTC,1 Day,28983,42,53,33.5,41,33.5,74.5,16,4,6,9,78
2023-05-04 23:54:53,BTC,1 Day,28836.8,54,52,65,59.5,68,62,62.5,17,72.5,62,59
2023-05-05 23:54:50,BTC,1 Day,29491.1,64,56.5,64,59,77,72,88.5,24.5,93.5,39,84
2023-05-06 23:54:52,BTC,1 Day,28764.4,44,50.5,66,59,52.5,40.5,19,24.5,14,78.5,64.5
2023-05-07 23:54:34,BTC,1 Day,28784.1,51,51,65,59,50.5,51,80,5.5,85,19,60.5
2023-05-08 23:54:58,BTC,1 Day,27557.9,27,42.5,37.5,42,6,30.5,60.5,7,65.5,32,41.5
2023-05-09 23:54:45,BTC,1 Day,27623.7,32,43,30.5,41,9,39.5,79,30.5,74,5,47.5
2023-05-10 23:55:10,BTC,1 Day,27517.4,28,42,27.5,42,13,37,1,34,9.5,43.5,41.5
2023-05-11 23:55:00,BTC,1 Day,26996.3,29,38.5,25.5,41,21,39.5,10.5,6,15.5,18,35
2023-05-12 23:55:16,BTC,1 Day,26795.8,29,37.5,29,41.5,19.5,35,37,8.5,27,17,29
2023-05-13 23:55:29,BTC,1 Day,26892.7,29,38.5,31.5,40.5,21.5,37,10.5,6.5,15.5,34,25
2023-05-14 23:55:34,BTC,1 Day,26900.2,40,39,35.5,42.5,37.5,41.5,75,3,80,55,28.5
2023-05-15 23:55:19,BTC,1 Day,27370.8,46,44,63.5,56.5,63,42.5,40,32.5,45,25,31
2023-05-16 23:55:23,BTC,1 Day,27026.3,35,40.5,61,56.5,60.5,39.5,6,4,1,22.5,33.5
2023-05-17 23:55:12,BTC,1 Day,27380,44,44.5,58,56.5,67,51,26.5,3,21.5,1,54.5
2023-05-18 23:55:30,BTC,1 Day,26931.4,33,41,40.5,43.5,48.5,37.5,16,4,6,26,49.5
2023-05-19 23:56:06,BTC,1 Day,26870.1,40,40.5,40,43,44,37.5,51.5,33,41.5,57.5,67.5
2023-05-20 23:56:25,BTC,1 Day,27033,42,42.5,40.5,43.5,36,45,71,31.5,61,83,65
2023-05-21 23:56:17,BTC,1 Day,26765.4,48,40.5,40.5,44.5,45,37.5,88.5,33.5,98.5,49.5,60
2023-05-22 23:56:37,BTC,1 Day,26898.5,45,42.5,40,44.5,48.5,41.5,86,21,76,17.5,61.5
