date,Token,Period,price,cfgi,data_price,data_volatility,data_volume,data_impulse,data_technical,data_social,data_dominance,data_trends,datas_whales,data_orders
2023-12-16 23:55:07,BTC,1 Day,42306.9,51,59,15,30.5,46,63.5,45.5,17.5,55.5,39,29
2023-12-17 23:55:01,BTC,1 Day,41769.1,42,56,20.5,31.5,22.5,57.5,54,19,49,50,36
2023-12-18 23:57:38,BTC,1 Day,42493.7,52,58.5,21.5,31.5,50,70,48,17,53,1,81
2023-12-19 23:54:51,BTC,1 Day,42362,56,57.5,77,69,51,75.5,59,17,49,55.5,67
2023-12-20 23:54:42,BTC,1 Day,43539.6,68,62,76,69,89.5,78,26,14.5,36,18,94
2023-12-21 23:55:25,BTC,1 Day,43949.9,69,63.5,80.5,69.5,86,75.5,46.5,14,56.5,48.5,94.5
2023-12-22 23:54:48,BTC,1 Day,43748.7,68,62.5,84,69.5,88,65.5,31,14.5,41,73.5,92.5
2023-12-23 23:54:43,BTC,1 Day,43780.1,61,62,86,69,66.5,63,70.5,14.5,75.5,67,91.5
2023-12-24 23:54:54,BTC,1 Day,42922.5,49,56.5,21,32,35,63,67.5,18.5,72.5,40,80.5
2023-12-25 23:54:34,BTC,1 Day,43698,51,60,22.5,32,39,70,40.5,17.5,30.5,29,92
2023-12-26 23:54:43,BTC,1 Day,42450,38,53,29.5,32,20.5,49,21,20.5,31,19,88
2023-12-27 23:54:39,BTC,1 Day,43422,56,57.5,76,68.5,50.5,72.5,47,18,42,18,99
2023-12-28 23:55:17,BTC,1 Day,42606.8,41,53,25,31.5,29,54.5,20.5,20.5,15.5,36,80.5
2023-12-29 23:57:21,BTC,1 Day,41750,40,48.5,25.5,31,29.5,45.5,28,22.5,33,16,42.5
2023-12-30 23:55:12,BTC,1 Day,42184.1,35,50.5,24,31,20.5,51,6.5,21.5,11.5,72.5,80.5
2023-12-31 23:55:14,BTC,1 Day,42280,42,51,22.5,31.5,34.5,59,17.5,20.5,27.5,1,79
2024-01-01 23:55:04,BTC,1 Day,43467.2,61,57.5,74.5,68,73.5,75.5,79,18,69,71,98
2024-01-02 23:55:15,BTC,1 Day,44962.1,75,63.5,82,68,96.5,73.5,42,19,47,60.5,84
2024-01-03 23:56:22,BTC,1 Day,42726.2,60,51.5,89.5,70,80,49,65,25.5,60,33.5,60.5
2024-01-04 23:56:07,BTC,1 Day,44286.1,54,57.5,89,72,64,72.5,13.5,21,8.5,56.5,85
2024-01-05 23:54:54,BTC,1 Day,43884,44,55.5,11.5,28,29.5,70,32,21.5,27,22.5,87
2024-01-06 23:55:12,BTC,1 Day,43831.3,61,55.5,85,71.5,66,65.5,89.5,14,99,82.5,90
2024-01-07 23:55:37,BTC,1 Day,43944,50,56,21.5,30,50,70,45,13.5,50,75.5,78.5
2024-01-08 23:54:57,BTC,1 Day,46960,74,67,78,69,94,80,40,8.5,50,56.5,99
2024-01-09 23:55:17,BTC,1 Day,46068.2,73,62,91.5,71,93.5,71,60,26.5,50,41,89.5
2024-01-10 23:55:20,BTC,1 Day,46940,77,65,90.5,72.5,98,72.5,45,25,50,17.5,81.5
2024-01-11 23:55:04,BTC,1 Day,46352.7,62,62,92.5,74.5,60,70,55,25.5,50,15,79
2024-01-12 23:54:59,BTC,1 Day,42476.1,26,45.5,9,24,4,42,55,37.5,50,80.5,51.5
2024-01-13 23:54:55,BTC,1 Day,42918.3,25,47,5,23.5,1,49,55,35.5,50,84,36
2024-01-14 23:54:56,BTC,1 Day,42330.2,24,45,3,26,1,39,55,52,50,23,51.5
2024-01-15 23:54:48,BTC,1 Day,42677.6,34,47,2,28,15.5,51,45,49,50,43.5,52
2024-01-16 23:54:58,BTC,1 Day,43261.1,52,49.5,2,28.5,43.5,52.5,95,51,99,16,59.5
2024-01-17 23:56:16,BTC,1 Day,42664,61,47,93.5,71,69.5,46.5,94,51.5,99,9.5,50.5
2024-01-18 23:55:45,BTC,1 Day,41305.2,46,42,26.5,29.5,33,35.5,91.5,55,96.5,43,26
2024-01-19 23:55:27,BTC,1 Day,41668.7,40,43.5,22,29.5,19.5,42.5,90.5,54,80.5,49,31
2024-01-20 23:55:45,BTC,1 Day,41804.3,42,44.5,21.5,29.5,21,43.5,95,53.5,85,82.5,40
2024-01-21 23:55:48,BTC,1 Day,41630,51,43.5,21.5,31,45.5,48,94,53.5,99,60,36
2024-01-22 23:56:08,BTC,1 Day,39870,38,37,21,32,16.5,40,90,59.5,95,20,42.5
2024-01-23 23:55:05,BTC,1 Day,39508,30,36,15,30.5,8,37.5,88,60.5,78,13,58.5
2024-01-24 23:55:27,BTC,1 Day,39851.9,35,37.5,16.5,29.5,9.5,48,94.5,44,99,75.5,53.5
2024-01-25 23:56:03,BTC,1 Day,39949.7,46,38.5,15.5,30,43.5,45.5,94,40.5,99,59.5,56
2024-01-26 23:55:15,BTC,1 Day,41914.6,66,49,83,69.5,84,59,95.5,34,99,48,86
2024-01-27 23:55:29,BTC,1 Day,42173.4,70,50.5,83.5,70,92,62.5,96,33,99,56.5,91
2024-01-28 23:55:35,BTC,1 Day,41789.8,68,48.5,86.5,69,91.5,46.5,96.5,34.5,91.5,60,84
2024-01-29 23:55:55,BTC,1 Day,43151.1,71,55,86.5,68.5,87.5,78,96.5,30,99,49.5,90.5
2024-01-30 23:56:29,BTC,1 Day,43368,70,56,89.5,69,84.5,72.5,96,29,99,21,72.5
2024-01-31 23:55:45,BTC,1 Day,42654.9,62,52,87.5,69,71,63.5,95,32,90,34,80
2024-02-01 23:56:40,BTC,1 Day,42950,56,53.5,24.5,30.5,48.5,72.5,94.5,31,84.5,56.5,71.5
2024-02-02 23:54:57,BTC,1 Day,43164.2,62,54.5,74,69.5,55,70,95.5,30.5,99,71,80
2024-02-03 23:54:58,BTC,1 Day,43048.2,61,54,73,69.5,60.5,70,96,30.5,99,66.5,69.5
2024-02-04 23:55:08,BTC,1 Day,42535.9,54,50.5,31.5,31.5,42,53,96,32,99,52.5,48
2024-02-05 23:54:58,BTC,1 Day,42491.1,51,50.5,31.5,32,34,52.5,95,32.5,90,80.5,48.5
2024-02-06 23:56:40,BTC,1 Day,43189,59,54.5,31,32,49.5,82.5,95.5,30,90.5,15.5,82
2024-02-07 23:55:07,BTC,1 Day,44204,68,60,68,68,79,78,96.5,27,91.5,34.5,64.5
2024-02-08 23:54:55,BTC,1 Day,45330.1,77,65,76.5,69,94.5,71,96.5,24.5,99,19,82.5
2024-02-09 23:55:07,BTC,1 Day,47271.8,82,72,85.5,70,99,75.5,97,19.5,99,62.5,92.5
2024-02-10 23:55:25,BTC,1 Day,47791.1,83,73.5,95.5,72,99,73.5,96,18.5,99,65,90.5
2024-02-11 23:56:38,BTC,1 Day,48129.3,83,74.5,97.5,71,98.5,67.5,97,17.5,99,83.5,71
2024-02-12 23:55:36,BTC,1 Day,49955.6,84,78.5,97,70.5,98,75.5,96.5,14,91.5,20.5,98
2024-02-13 23:55:40,BTC,1 Day,49508.3,81,75.5,97,72,93.5,63,96,15,99,50.5,99
2024-02-14 23:55:20,BTC,1 Day,51734.4,85,81,94.5,73,98.5,80,97,11,99,80,99
2024-02-15 23:55:01,BTC,1 Day,51583.7,83,79.5,94,74,93,61,96.5,40.5,99,18.5,99
2024-02-16 23:55:04,BTC,1 Day,51992.7,85,81.5,94,74,95.5,70,96,40,91,34,99
2024-02-17 23:56:46,BTC,1 Day,51677.2,76,78,92,73.5,66.5,63,95,40.5,99,33.5,99
2024-02-18 23:55:31,BTC,1 Day,52253.6,75,79,84.5,72,63.5,70,96,39,86,29,99
2024-02-19 23:55:22,BTC,1 Day,51999.2,71,77.5,18,29,48.5,65.5,96,40,99,51.5,99
2024-02-20 23:56:02,BTC,1 Day,52284.9,73,77,67,70.5,61.5,73.5,95.5,39.5,90.5,1,99
2024-02-21 23:56:05,BTC,1 Day,51429,65,70.5,32,28,38.5,60,94.5,41.5,99,33,99
2024-02-22 23:56:33,BTC,1 Day,51499,66,70.5,32,28,44.5,62,96,41.5,86,48,99
2024-02-23 23:56:27,BTC,1 Day,50788.9,53,65,30,28,20.5,59,96,43,99,70,98.5
2024-02-24 23:56:48,BTC,1 Day,51584.8,62,68,25.5,28.5,35,65.5,95.5,41,99,72,99
2024-02-25 23:56:49,BTC,1 Day,51683.2,70,68.5,73.5,70,52,70,97,40.5,92,40.5,99
2024-02-26 23:57:35,BTC,1 Day,54667.4,84,77,73.5,69.5,97.5,78,96,47.5,91,42.5,97
2024-02-27 23:57:34,BTC,1 Day,56919.1,88,81.5,88.5,71.5,99,80,96.5,44.5,99,42.5,51.5
2024-02-28 23:56:50,BTC,1 Day,61282.1,89,86.5,98.5,74,99,75.5,96.5,36,91.5,84.5,62.5
2024-02-29 23:59:34,BTC,1 Day,61241.1,87,81,99,80,99,63,96.5,40.5,86.5,19.5,92
2024-03-01 23:55:31,BTC,1 Day,62382.3,88,82,99,81,99,72.5,96,39.5,91,37,79.5
2024-03-02 23:56:38,BTC,1 Day,61789.8,79,79,99,79.5,80,63,95.5,40.5,90.5,75.5,44.5
2024-03-03 23:55:41,BTC,1 Day,62723.9,82,81,99,76.5,85,72.5,95.5,37.5,99,10,69
2024-03-04 23:57:00,BTC,1 Day,67791.1,89,86,95.5,75,99,80,96.5,35,99,50,89
2024-03-05 23:56:43,BTC,1 Day,63209.4,78,68,97,78.5,91,65.5,95.5,43.5,90.5,34.5,38
2024-03-06 23:55:33,BTC,1 Day,66094.5,83,72.5,97,84.5,96.5,77,95.5,37,99,41.5,62
2024-03-07 23:55:22,BTC,1 Day,67136,64,73.5,3.5,15.5,49.5,70,95.5,35,85.5,57,92.5
2024-03-08 23:59:21,BTC,1 Day,68177.6,83,75,96,82.5,97,73.5,96.5,33,91.5,54,54.5
2024-03-09 23:56:52,BTC,1 Day,68365,81,75,94.5,83,92,67.5,96,45,91,19,66.5
2024-03-10 23:56:17,BTC,1 Day,68316,80,75,91,78.5,88,70,96,44.5,99,8.5,20
2024-03-11 23:57:23,BTC,1 Day,72453.5,85,79.5,92,77.5,98.5,75.5,96,37.5,91,18,99
2024-03-12 23:57:16,BTC,1 Day,71159.1,83,76,93.5,80,96,67.5,95.5,32,99,11,94.5
2024-03-13 23:58:23,BTC,1 Day,72942.2,86,78.5,93,81,98.5,80,96,28.5,99,46,57.5
2024-03-14 23:59:00,BTC,1 Day,71508,72,73,94,80.5,67,63,94.5,31,89.5,68,88.5
2024-03-15 23:57:17,BTC,1 Day,69148,51,65,9,18.5,21.5,71,91.5,36.5,96.5,11,65
2024-03-16 23:57:15,BTC,1 Day,66290.1,35,57,12,15,1,61,92,40.5,87,45,29.5
2024-03-17 23:56:43,BTC,1 Day,68386.8,36,60,2.5,17,1.5,70,91.5,36,81.5,76,75
2024-03-18 23:56:10,BTC,1 Day,67536.5,38,58,3,18.5,6,64.5,93,3.5,98,51,49
2024-03-19 23:56:23,BTC,1 Day,62484,31,47.5,3,19.5,7.5,43,89,1,79,76,22.5
2024-03-20 23:56:03,BTC,1 Day,67561,44,56,1,16.5,22.5,70,91.5,1,96.5,84,94.5
2024-03-21 23:56:12,BTC,1 Day,65371,38,52,3,16,14.5,54.5,94,1,89,40.5,60
2024-03-22 23:56:24,BTC,1 Day,62980,56,48.5,95,82.5,55.5,42,92,1,99,14.5,46.5
2024-03-23 23:56:11,BTC,1 Day,64796,37,51,4,19,15,54.5,93.5,1,83.5,56.5,73.5
2024-03-24 23:56:43,BTC,1 Day,66937.6,60,54.5,94.5,78,58.5,69,94,1,84,51.5,95.5
2024-03-25 23:55:53,BTC,1 Day,70284,77,59.5,93.5,76.5,99,80,95.5,1,99,78.5,98.5
2024-03-26 23:55:25,BTC,1 Day,70222,77,59.5,94.5,77.5,99,73.5,95,1,99,68.5,96.5
2024-03-27 23:56:24,BTC,1 Day,69374.9,74,58,96.5,76.5,95.5,65.5,93,1,99,74.5,54.5
2024-03-28 23:55:23,BTC,1 Day,70836.6,68,60,97,77,81.5,70,94.5,1,84.5,40.5,97.5
2024-03-29 23:56:02,BTC,1 Day,69763.6,61,57.5,95,76.5,55,67.5,93,1,83,44,93
2024-03-30 23:56:00,BTC,1 Day,69727.1,61,57.5,82,74.5,55,63,94,1,99,68.5,89.5
2024-03-31 23:55:37,BTC,1 Day,70801.2,62,59.5,71.5,72.5,50.5,73.5,94,1,99,51,76.5
2024-04-01 23:56:05,BTC,1 Day,69584,54,56,25,28.5,48.5,65.5,86,1,91,12.5,95.5
2024-04-02 23:55:56,BTC,1 Day,65663.9,31,47.5,24.5,27,8.5,42,80,1,75,28,43
2024-04-03 23:57:02,BTC,1 Day,65935.5,29,48.5,8.5,23.5,1,44.5,84,1,89,50,82.5
2024-04-04 23:57:09,BTC,1 Day,67758.6,35,52,6.5,24,8,61,86.5,1,91.5,92,46.5
2024-04-05 23:58:08,BTC,1 Day,67576,57,51.5,93,76,64,52,87,1,92,83,41
2024-04-06 23:58:28,BTC,1 Day,68309,66,53,92.5,75.5,84,72.5,87.5,1,92.5,68,59
2024-04-07 23:56:16,BTC,1 Day,69060.2,62,54.5,87,73.5,73,69,89,1,99,33,54.5
2024-04-08 23:56:58,BTC,1 Day,71636,73,59.5,86.5,72.5,94,75.5,90.5,1,95.5,51,94
2024-04-09 23:57:27,BTC,1 Day,69213.8,59,53.5,89,74.5,70,65.5,86,1,76,5,42.5
2024-04-10 23:56:05,BTC,1 Day,69949.2,60,55,82.5,75,66,65.5,86,1,96,44,34.5
2024-04-11 23:56:33,BTC,1 Day,70180.2,50,55,17,24.5,36,70,89,1,84,75,62
2024-04-12 23:56:53,BTC,1 Day,66815.8,37,47.5,21,25.5,18.5,46.5,82.5,1,72.5,10.5,61
2024-04-13 23:45:12,BTC,1 Day,62318,23,39.5,14.5,23.5,1,33,77.5,1,82.5,13.5,34
2024-04-14 23:56:02,BTC,1 Day,63650.5,23,41.5,4,21,1,35.5,78,1,73,42.5,64
2024-04-15 23:56:58,BTC,1 Day,63256,26,42,5,20.5,2,37.5,83.5,1,93.5,86.5,75.5
2024-04-16 23:56:43,BTC,1 Day,64095.5,38,43.5,3,21,30.5,41,77.5,1,87.5,27,84.5
2024-04-17 23:57:39,BTC,1 Day,61301.5,24,38.5,5.5,21.5,5,35.5,79.5,1,74.5,61.5,53.5
2024-04-18 23:57:01,BTC,1 Day,63584,40,44,10,22,35.5,48,83,1,78,13,82.5
2024-04-19 23:56:29,BTC,1 Day,64277.5,45,46,17,22.5,48.5,45.5,86.5,1,91.5,23,21.5
2024-04-20 23:57:01,BTC,1 Day,64696,62,47,83,79,87.5,44.5,89,1,79,82.5,43.5
2024-04-21 23:56:33,BTC,1 Day,64774.5,57,47,80.5,76,78.5,47.5,88.5,1,47.5,52.5,43.5
2024-04-22 23:56:32,BTC,1 Day,66538,65,51,82.5,74,89,65.5,90.5,1,53,32.5,64
2024-04-23 23:57:15,BTC,1 Day,66313.7,61,50.5,88,73.5,79,60,89.5,1.5,79.5,74.5,53
2024-04-24 23:57:45,BTC,1 Day,64355.2,46,46,82,72.5,53.5,35.5,85,1.5,35.5,61.5,65
2024-04-25 23:57:51,BTC,1 Day,64736,38,47,20,27,25,44.5,79.5,1.5,62.5,33,67
2024-04-26 23:58:47,BTC,1 Day,64072,32,45.5,21.5,27,15.5,35.5,86.5,1.5,53,74.5,62
2024-04-27 23:57:20,BTC,1 Day,63304.3,36,43.5,19.5,27.5,24.5,40,83,2,58,52,56
2024-04-28 23:57:12,BTC,1 Day,63614.3,39,44.5,17,28.5,31,39,88.5,2,58,65.5,54.5
2024-04-29 23:57:36,BTC,1 Day,63027.5,38,43,20,29.5,34,39,79.5,2,66,10.5,51.5
2024-04-30 23:58:40,BTC,1 Day,60225,28,37,29,29,13.5,35.5,79,3,62,75,34
2024-05-01 23:57:13,BTC,1 Day,57941.1,20,33,18,26.5,3,29,76,3,59,25.5,37
2024-05-02 23:57:29,BTC,1 Day,59081.1,21,36,8.5,23,2,34.5,79.5,2.5,56.5,10.5,65
2024-05-03 23:57:13,BTC,1 Day,62532.5,42,46.5,7,23.5,47.5,50,89,2,66.5,46,59.5
2024-05-04 23:58:14,BTC,1 Day,63931,69,50,92,76,96,60,89.5,2,50,17,62
2024-05-05 23:56:59,BTC,1 Day,63764,70,49.5,93,74.5,98,57.5,89,1,53.5,84.5,54
2024-05-06 23:58:24,BTC,1 Day,63549.2,61,49,93,73,82,58,87.5,1,67.5,69.5,67
2024-05-07 23:57:42,BTC,1 Day,63018,42,47.5,6.5,27,49,52.5,85,1,55.5,32,36
2024-05-08 23:57:04,BTC,1 Day,61454.9,30,43.5,13,27.5,17,37.5,79,1,1,5.5,27.5
2024-05-09 23:56:45,BTC,1 Day,62557.2,42,47,22,28,30,50,83.5,1,84.5,34,54.5
2024-05-10 23:56:49,BTC,1 Day,60632.2,39,42.5,22,28,25,41,87.5,1,87,50.5,26.5
2024-05-11 23:56:54,BTC,1 Day,60938,39,43.5,20,27.5,41,41,80.5,1,52,71.5,30.5
2024-05-12 23:57:25,BTC,1 Day,61246.4,38,44.5,21.5,29,24.5,40,84.5,1,83,41,27.5
2024-05-13 23:57:11,BTC,1 Day,62879.4,56,49.5,76,70,69,60,88,1,90.5,32,49
2024-05-14 23:46:46,BTC,1 Day,61783.1,46,46.5,77.5,71,66.5,34.5,85,1,1,18,24
2024-05-15 23:56:48,BTC,1 Day,65923.9,70,57,77,71.5,94,78,89,1,61.5,24.5,82.5
2024-05-16 23:57:54,BTC,1 Day,65438,68,55.5,89.5,73,89,75.5,88.5,1,61.5,48,38
2024-05-17 23:57:05,BTC,1 Day,66826.5,70,58.5,91,73,98,80,89,1,1,69,51
2024-05-18 23:57:15,BTC,1 Day,66880,64,58.5,92.5,72.5,78.5,70,90,1,56.5,1,51.5
2024-05-19 23:57:06,BTC,1 Day,66264.4,57,56.5,91,71,73.5,63,88.5,1,1,41,42
2024-05-20 23:57:06,BTC,1 Day,69264.4,57,56.5,91,71,73.5,63,88.5,1,1,41,42
2024-05-21 23:58:23,BTC,1 Day,69727.6,66,61.5,90.5,73.5,90,63,90.5,1,1,35,65.5
2024-05-22 23:57:52,BTC,1 Day,69514.7,72,60.5,92,75.5,92.5,65.5,90,1,78,30,68.5
2024-05-23 23:56:59,BTC,1 Day,68072.1,41,56.5,11,25.5,26.5,70,86,1,1,4,67.5
2024-05-24 23:56:13,BTC,1 Day,68853.4,46,58,12,25,28.5,74.5,86.5,3,23,66,72
2024-05-25 23:56:00,BTC,1 Day,69076.2,51,58.5,14,26,37.5,73.5,89,3,61.5,80,50
2024-05-26 23:55:11,BTC,1 Day,68452,58,56.5,79.5,72,53.5,74.5,88.5,3.5,83,60,64.5
2024-05-27 23:56:14,BTC,1 Day,69728.6,56,59.5,73.5,71,66,73.5,90,3,1,66.5,73
2024-05-28 23:57:09,BTC,1 Day,68417.6,46,55.5,29,29,43.5,66.5,84,3.5,1,51,57
2024-05-29 23:55:59,BTC,1 Day,67742.5,45,53.5,29,28,39.5,68,85,4,1,46.5,46
2024-05-30 23:55:27,BTC,1 Day,68474,45,55.5,28,28.5,34.5,70,88,3.5,1,79.5,64.5
2024-05-31 23:56:25,BTC,1 Day,67630,48,53,28,28,36,59,85.5,4,83,75,52.5
2024-06-01 23:54:49,BTC,1 Day,67746,50,53,27.5,28,46.5,69,84.5,4,54,33,65.5
2024-06-02 23:54:58,BTC,1 Day,67829.7,51,53.5,27,29.5,42.5,66.5,87,4.5,86,34.5,57.5
2024-06-03 23:55:19,BTC,1 Day,69144.6,55,57.5,68.5,70,67,75.5,89,4,1,37,68
2024-06-04 23:55:51,BTC,1 Day,70580,68,61.5,70,71,82.5,73.5,88,4.5,94,31.5,97.5
2024-06-05 23:57:35,BTC,1 Day,71100,72,63,78,72,90.5,78,92,4.5,88,61,96.5
2024-06-06 23:56:53,BTC,1 Day,70744.5,67,61,83.5,72.5,84,65.5,88.5,4.5,74,22,96
2024-06-07 23:57:14,BTC,1 Day,69242.3,50,55,16.5,28,47,66.5,87.5,5,58.5,22,46.5
2024-06-08 23:57:32,BTC,1 Day,69420,46,55.5,19.5,26.5,30,70,82,5,42,75,47.5
2024-06-09 23:56:31,BTC,1 Day,69752.1,44,56.5,24.5,28.5,30,65.5,86,5.5,1,26.5,52.5
2024-06-10 23:57:52,BTC,1 Day,69585.1,48,56,26.5,29.5,45.5,73.5,88,5.5,1,34.5,62.5
2024-06-11 23:57:21,BTC,1 Day,67380,39,47,26.5,30,27,42,78.5,6.5,51.5,84.5,46
2024-06-12 23:57:05,BTC,1 Day,68556,45,51.5,22,27.5,31,62.5,87,6,70,39,73
2024-06-13 23:57:09,BTC,1 Day,66954.5,36,45.5,24.5,26.5,16.5,39,81,7,90.5,1,35
2024-06-14 23:57:15,BTC,1 Day,66304,39,43.5,20.5,26.5,27.5,37.5,79,7,82.5,87.5,50.5
2024-06-15 23:56:43,BTC,1 Day,66146.1,33,43,17.5,26.5,19.5,41,86.5,7.5,12,39,46
2024-06-16 23:45:52,BTC,1 Day,66471.5,44,44.5,19.5,28.5,37.5,48,83,7.5,94,61,45
2024-06-17 23:58:29,BTC,1 Day,66600,46,45,74,70.5,53,45.5,79.5,7.5,54,67,48
2024-06-18 23:57:36,BTC,1 Day,65214,38,40,26.5,29,39.5,32,80,8.5,63,1,43
2024-06-19 23:57:59,BTC,1 Day,65060,38,39.5,29,27,29,34.5,81,8.5,87,11.5,38
2024-06-20 23:58:48,BTC,1 Day,65050.5,37,39.5,27.5,27.5,26.5,42.5,83,8.5,77.5,54.5,41
2024-06-21 23:57:39,BTC,1 Day,64062.3,37,36,26,28,29,35.5,76,9.5,93.5,77,40
2024-06-22 23:56:34,BTC,1 Day,64327.1,38,37.5,24,27.5,36,44.5,82.5,9.5,71.5,85,37
2024-06-23 23:56:19,BTC,1 Day,63790.5,37,35,26,29.5,33.5,39,79,9.5,88,15.5,37.5
2024-06-24 23:56:48,BTC,1 Day,60047.6,19,25,27.5,30.5,8.5,31,73,12,1,59,47
2024-06-25 23:56:22,BTC,1 Day,61884.1,27,34.5,14.5,27,13.5,39,80,11,39,47.5,65
2024-06-26 23:56:32,BTC,1 Day,61070,29,32,14.5,27,15.5,34.5,79.5,11.5,88,2.5,65.5
2024-06-27 23:57:09,BTC,1 Day,61536.5,37,35,85,72.5,52.5,39,77.5,11.5,1,24.5,53
2024-06-28 23:56:15,BTC,1 Day,60340,36,32.5,18,28.5,34,33.5,81.5,12.5,88,69.5,49
2024-06-29 23:57:09,BTC,1 Day,61038.1,38,36,22.5,28,50,39,83.5,12,81,72,70
2024-06-30 23:56:37,BTC,1 Day,61909.1,46,40,71.5,70.5,50.5,36.5,87,11.5,89,66.5,76
2024-07-01 23:55:46,BTC,1 Day,63078.9,57,45,74,70.5,81,43.5,88,11,75.5,17,58
2024-07-02 23:55:47,BTC,1 Day,62042.7,46,41.5,76.5,71,71.5,30,85.5,11.5,1,1,55
2024-07-03 23:55:55,BTC,1 Day,60320,31,36,24,29,30,29,78.5,7,1,29.5,42.5
2024-07-04 23:56:27,BTC,1 Day,58467.4,23,31.5,21.5,28,7,31,71.5,8,79,65,60.5
2024-07-05 23:56:28,BTC,1 Day,56627.3,15,28,10,25.5,1.5,22,70.5,9,9.5,18,78.5
2024-07-06 23:56:31,BTC,1 Day,57882,24,34,5.5,21.5,8,32.5,82,26.5,53.5,49.5,65.5
2024-07-07 23:56:29,BTC,1 Day,56556,33,31.5,6.5,24,29.5,25.5,81,29,84,67,51
2024-07-08 23:56:41,BTC,1 Day,56622.2,31,33.5,8.5,25.5,42.5,32.5,72.5,31.5,1,45.5,60.5
2024-07-09 23:56:49,BTC,1 Day,57829.7,35,38.5,17,24.5,43.5,30,82.5,32,1,22.5,59
2024-07-10 23:56:14,BTC,1 Day,57484.5,44,38,74.5,74.5,68,25.5,84.5,32,1,19,59
